,address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,unique_key,x_coordinate_state_plane,y_coordinate_state_plane,created_time,lonlat,geometry
200,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-07-02T23:13:15.000,01 MANHATTAN,Urinating in Public,2011-07-02 21:06:22,,,N/A,2011-07-03T05:06:22.000,Precinct,,10007,BROADWAY,PARK PLACE,,40.7125314469,"{u'type': u'Point', u'coordinates': [-74.007665151344, 40.712531446899]}",Park/Playground,-74.0076651513,PHONE,MANHATTAN,Unspecified,2011-07-02T23:13:15.000,The Police Department reviewed your complaint and provided additional information below.,Closed,,20756403,982125,198871,21:06:22,"(-74.0076651513441, 40.71253144689895)",POINT (-74.0076651513441 40.71253144689895)
201,ADDRESS,NYPD,New York City Police Department,1021120015,MANHATTAN,NEW YORK,2011-07-05T23:35:15.000,12 MANHATTAN,Urinating in Public,2011-07-05 22:57:33,WEST 169 STREET,WEST 170 STREET,N/A,2011-07-06T06:57:33.000,Precinct,2201 AMSTERDAM AVENUE,10032,,,,40.8405670933,"{u'type': u'Point', u'coordinates': [-73.936392322598, 40.840567093325]}",Residential Building/House,-73.9363923226,PHONE,MANHATTAN,Unspecified,2011-07-05T23:35:15.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,AMSTERDAM AVENUE,20768429,1001850,245525,22:57:33,"(-73.9363923225984, 40.84056709332539)",POINT (-73.93639232259839 40.84056709332539)
202,ADDRESS,NYPD,New York City Police Department,1022270005,MANHATTAN,NEW YORK,2011-07-11T08:09:10.000,12 MANHATTAN,Urinating in Public,2011-07-11 01:42:56,WEST 207 STREET,ISHAM STREET,N/A,2011-07-11T09:42:56.000,Precinct,149 VERMILYEA AVENUE,10034,,,,40.8669335688,"{u'type': u'Point', u'coordinates': [-73.920115401176, 40.86693356882]}",Residential Building/House,-73.9201154012,PHONE,MANHATTAN,Unspecified,2011-07-11T08:09:10.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,VERMILYEA AVENUE,20802022,1006345,255135,01:42:56,"(-73.92011540117646, 40.86693356882033)",POINT (-73.92011540117646 40.86693356882033)
203,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-07-12T02:21:44.000,09 MANHATTAN,Urinating in Public,2011-07-12 01:51:26,WEST 138 STREET,WEST 139 STREET,N/A,2011-07-12T09:51:26.000,Precinct,BROADWAY,10031,,,,40.8223283835,"{u'type': u'Point', u'coordinates': [-73.953445440097, 40.822328383487]}",Park/Playground,-73.9534454401,PHONE,MANHATTAN,Unspecified,2011-07-12T02:21:44.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,BROADWAY,20805665,997135,238877,01:51:26,"(-73.953445440097, 40.8223283834868)",POINT (-73.953445440097 40.8223283834868)
204,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-07-26T23:01:00.000,06 MANHATTAN,Urinating in Public,2011-07-26 22:01:37,,,N/A,2011-07-27T06:01:37.000,Precinct,,10010,EAST   22 STREET,1 AVENUE,,40.7361648774,"{u'type': u'Point', u'coordinates': [-73.978908846558, 40.736164877437]}",Street/Sidewalk,-73.9789088466,PHONE,MANHATTAN,Unspecified,2011-07-26T23:01:00.000,,Closed,,20910957,990095,207482,22:01:37,"(-73.97890884655797, 40.73616487743673)",POINT (-73.97890884655797 40.73616487743673)
205,ADDRESS,NYPD,New York City Police Department,1017510064,MANHATTAN,NEW YORK,2011-08-13T16:54:07.000,11 MANHATTAN,Urinating in Public,2011-08-13 01:54:34,5 AVENUE,MADISON AVENUE,N/A,2011-08-13T09:54:34.000,Precinct,20 EAST 127 STREET,10035,,,,40.8073911846,"{u'type': u'Point', u'coordinates': [-73.940570915354, 40.807391184646]}",Street/Sidewalk,-73.9405709154,PHONE,MANHATTAN,Unspecified,2011-08-13T16:54:07.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 127 STREET,21023417,1000702,233437,01:54:34,"(-73.94057091535423, 40.80739118464557)",POINT (-73.94057091535423 40.80739118464557)
206,ADDRESS,NYPD,New York City Police Department,1017520010,MANHATTAN,NEW YORK,2011-09-25T21:59:40.000,11 MANHATTAN,Urinating in Public,2011-09-25 20:00:17,5 AVENUE,MADISON AVENUE,N/A,2011-09-26T04:00:17.000,Precinct,21 EAST 127 STREET,10035,,,,40.8073801722,"{u'type': u'Point', u'coordinates': [-73.940505904307, 40.807380172217]}",Residential Building/House,-73.9405059043,PHONE,MANHATTAN,Unspecified,2011-09-25T21:59:40.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,EAST 127 STREET,21511760,1000720,233433,20:00:17,"(-73.94050590430736, 40.807380172216796)",POINT (-73.94050590430736 40.8073801722168)
207,ADDRESS,NYPD,New York City Police Department,1017510066,MANHATTAN,NEW YORK,2011-09-26T23:19:46.000,11 MANHATTAN,Urinating in Public,2011-09-26 21:07:11,5 AVENUE,MADISON AVENUE,N/A,2011-09-27T05:07:11.000,Precinct,14 EAST 127 STREET,10035,,,,40.8074626348,"{u'type': u'Point', u'coordinates': [-73.940740628509, 40.80746263484]}",Residential Building/House,-73.9407406285,PHONE,MANHATTAN,Unspecified,2011-09-26T23:19:46.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,EAST 127 STREET,21519864,1000655,233463,21:07:11,"(-73.94074062850945, 40.807462634839666)",POINT (-73.94074062850945 40.80746263483967)
208,ADDRESS,NYPD,New York City Police Department,1010477501,MANHATTAN,NEW YORK,2011-09-28T00:06:12.000,04 MANHATTAN,Urinating in Public,2011-09-27 23:24:53,8 AVENUE,9 AVENUE,N/A,2011-09-28T07:24:53.000,Precinct,353 WEST 56 STREET,10019,,,,40.7666764197,"{u'type': u'Point', u'coordinates': [-73.984837737166, 40.766676419744]}",Residential Building/House,-73.9848377372,PHONE,MANHATTAN,Unspecified,2011-09-28T00:06:12.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 56 STREET,21535140,988450,218598,23:24:53,"(-73.98483773716629, 40.76667641974387)",POINT (-73.98483773716629 40.76667641974387)
209,ADDRESS,NYPD,New York City Police Department,1008007502,MANHATTAN,NEW YORK,2011-10-04T21:27:36.000,04 MANHATTAN,Urinating in Public,2011-10-04 21:02:28,AVENUE OF THE AMERICAS,7 AVENUE,N/A,2011-10-05T05:02:28.000,Precinct,108 WEST 25 STREET,10001,,,,40.744428264,"{u'type': u'Point', u'coordinates': [-73.992461097698, 40.744428263975]}",Street/Sidewalk,-73.9924610977,PHONE,MANHATTAN,Unspecified,2011-10-04T21:27:36.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST 25 STREET,21580531,986339,210492,21:02:28,"(-73.99246109769813, 40.74442826397496)",POINT (-73.99246109769813 40.74442826397496)
210,ADDRESS,NYPD,New York City Police Department,1000640008,MANHATTAN,NEW YORK,2011-10-13T20:46:12.000,01 MANHATTAN,Urinating in Public,2011-10-13 20:27:43,NASSAU STREET,LIBERTY PLACE,N/A,2011-10-14T04:27:43.000,Precinct,55 LIBERTY STREET,10005,,,,40.7086913866,"{u'type': u'Point', u'coordinates': [-74.009507847048, 40.708691386634]}",Street/Sidewalk,-74.009507847,PHONE,MANHATTAN,Unspecified,2011-10-13T20:46:12.000,The Police Department reviewed your complaint and provided additional information below.,Closed,LIBERTY STREET,21648110,981614,197472,20:27:43,"(-74.0095078470476, 40.708691386633724)",POINT (-74.0095078470476 40.70869138663372)
211,ADDRESS,NYPD,New York City Police Department,1000527502,MANHATTAN,NEW YORK,2011-10-29T00:14:52.000,01 MANHATTAN,Urinating in Public,2011-10-28 22:35:52,CHURCH STREET,GREENWICH STREET,N/A,2011-10-29T06:35:52.000,Precinct,114 LIBERTY STREET,10006,,,,40.7099262755,"{u'type': u'Point', u'coordinates': [-74.012206051028, 40.709926275518]}",Residential Building/House,-74.012206051,PHONE,MANHATTAN,Unspecified,2011-10-29T00:14:53.000,This complaint does not fall under the Police Department's jurisdiction.,Closed,LIBERTY STREET,21758927,980866,197922,22:35:52,"(-74.0122060510281, 40.70992627551831)",POINT (-74.0122060510281 40.70992627551831)
212,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-11-01T05:30:25.000,02 MANHATTAN,Urinating in Public,2011-11-01 03:32:12,,,N/A,2011-11-01T11:32:12.000,Precinct,,10014,JONES STREET,WEST    4 STREET,,40.732318652,"{u'type': u'Point', u'coordinates': [-74.00166338074, 40.732318652002]}",Street/Sidewalk,-74.0016633807,PHONE,MANHATTAN,Unspecified,2011-11-01T05:30:26.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,21788942,983789,206080,03:32:12,"(-74.00166338073973, 40.73231865200181)",POINT (-74.00166338073973 40.73231865200181)
213,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-11-10T21:25:43.000,08 MANHATTAN,Urinating in Public,2011-11-10 20:24:09,,,N/A,2011-11-11T04:24:09.000,Precinct,,10021,EAST   73 STREET,MADISON AVENUE,,40.7724634832,"{u'type': u'Point', u'coordinates': [-73.964936024677, 40.772463483234]}",Street/Sidewalk,-73.9649360247,PHONE,MANHATTAN,Unspecified,2011-11-10T21:25:43.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Closed,,21855165,993962,220708,20:24:09,"(-73.96493602467675, 40.772463483234155)",POINT (-73.96493602467675 40.77246348323416)
214,ADDRESS,NYPD,New York City Police Department,1001797506,MANHATTAN,NEW YORK,2011-11-10T22:39:07.000,01 MANHATTAN,Urinating in Public,2011-11-10 20:52:52,HUDSON STREET,WEST BROADWAY,N/A,2011-11-11T04:52:52.000,Precinct,18 LEONARD STREET,10013,,,,40.7186714558,"{u'type': u'Point', u'coordinates': [-74.007972491794, 40.718671455807]}",Residential Building/House,-74.0079724918,PHONE,MANHATTAN,Unspecified,2011-11-10T22:39:07.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,LEONARD STREET,21858520,982040,201108,20:52:52,"(-74.0079724917942, 40.71867145580742)",POINT (-74.00797249179421 40.71867145580742)
215,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-11-14T23:22:28.000,04 MANHATTAN,Urinating in Public,2011-11-14 22:31:03,,,N/A,2011-11-15T06:31:03.000,Precinct,,10010,WEST   21 STREET,6 AVENUE,,40.7416177161,"{u'type': u'Point', u'coordinates': [-73.993738897214, 40.741617716103]}",Street/Sidewalk,-73.9937388972,PHONE,MANHATTAN,Unspecified,2011-11-14T23:22:28.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,,21881743,985985,209468,22:31:03,"(-73.99373889721375, 40.74161771610277)",POINT (-73.99373889721375 40.74161771610277)
216,ADDRESS,NYPD,New York City Police Department,1015090047,MANHATTAN,NEW YORK,2012-01-05T23:02:51.000,08 MANHATTAN,Urinating in Public,2012-01-05 21:50:18,LEXINGTON AVENUE,3 AVENUE,N/A,2012-01-06T05:50:18.000,Precinct,152 EAST 81 STREET,10028,,,,40.7760235999,"{u'type': u'Point', u'coordinates': [-73.957362785513, 40.776023599924]}",Street/Sidewalk,-73.9573627855,PHONE,MANHATTAN,Unspecified,2012-01-05T23:02:51.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,EAST 81 STREET,22461818,996059,222006,21:50:18,"(-73.957362785513, 40.77602359992383)",POINT (-73.957362785513 40.77602359992383)
217,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2012-01-19T00:13:33.000,06 MANHATTAN,Urinating in Public,2012-01-19 00:06:19,,,N/A,2012-01-19T08:06:19.000,Precinct,,10003,EAST   17 STREET,RUTHERFORD PLACE,,40.7345984908,"{u'type': u'Point', u'coordinates': [-73.984347087694, 40.734598490837]}",Street/Sidewalk,-73.9843470877,PHONE,MANHATTAN,Unspecified,2012-01-19T00:13:33.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,22545315,988588,206911,00:06:19,"(-73.9843470876936, 40.73459849083679)",POINT (-73.98434708769361 40.73459849083679)
218,ADDRESS,NYPD,New York City Police Department,1011840077,MANHATTAN,NEW YORK,2012-02-20T00:28:15.000,07 MANHATTAN,Urinating in Public,2012-02-19 23:55:32,WEST 74 STREET,WEST 75 STREET,N/A,2012-02-20T07:55:32.000,Precinct,305 WEST END AVENUE,10023,,,,40.7814977854,"{u'type': u'Point', u'coordinates': [-73.983252802786, 40.781497785432]}",Street/Sidewalk,-73.9832528028,PHONE,MANHATTAN,Unspecified,2012-02-20T00:28:15.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST END AVENUE,22743065,988888,223998,23:55:32,"(-73.98325280278587, 40.781497785432364)",POINT (-73.98325280278587 40.78149778543236)
219,ADDRESS,NYPD,New York City Police Department,1011840077,MANHATTAN,NEW YORK,2012-02-22T04:08:22.000,07 MANHATTAN,Urinating in Public,2012-02-22 03:09:48,WEST 74 STREET,WEST 75 STREET,N/A,2012-02-22T11:09:48.000,Precinct,305 WEST END AVENUE,10023,,,,40.7814977854,"{u'type': u'Point', u'coordinates': [-73.983252802786, 40.781497785432]}",Residential Building/House,-73.9832528028,PHONE,MANHATTAN,Unspecified,2012-02-22T04:08:22.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST END AVENUE,22761312,988888,223998,03:09:48,"(-73.98325280278587, 40.781497785432364)",POINT (-73.98325280278587 40.78149778543236)
220,ADDRESS,NYPD,New York City Police Department,1018300160,MANHATTAN,NEW YORK,2012-02-24T23:36:18.000,10 MANHATTAN,Urinating in Public,2012-02-24 22:32:53,7 AVENUE,8 AVENUE,N/A,2012-02-25T06:32:53.000,Precinct,280 WEST 115 STREET,10026,,,,40.8035140679,"{u'type': u'Point', u'coordinates': [-73.955344094731, 40.803514067883]}",Residential Building/House,-73.9553440947,PHONE,MANHATTAN,Unspecified,2012-02-24T23:36:18.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST 115 STREET,22768461,996613,232022,22:32:53,"(-73.95534409473122, 40.80351406788321)",POINT (-73.95534409473122 40.80351406788321)
221,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2012-03-10T07:53:11.000,03 MANHATTAN,Urinating in Public,2012-03-10 02:17:46,,,N/A,2012-03-10T10:17:46.000,Precinct,,10003,EAST   13 STREET,3 AVENUE,,40.7326034596,"{u'type': u'Point', u'coordinates': [-73.987681548512, 40.732603459605]}",,-73.9876815485,PHONE,MANHATTAN,Unspecified,2012-03-10T07:52:23.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,22852805,987664,206184,02:17:46,"(-73.98768154851247, 40.732603459604604)",POINT (-73.98768154851247 40.7326034596046)
222,ADDRESS,NYPD,New York City Police Department,1006430057,MANHATTAN,NEW YORK,2012-03-18T23:20:30.000,02 MANHATTAN,Urinating in Public,2012-03-18 22:34:50,HORATIO STREET,9 AVENUE,N/A,2012-03-19T06:34:50.000,Precinct,838 GREENWICH STREET,10014,,,,40.7390486174,"{u'type': u'Point', u'coordinates': [-74.006466549608, 40.739048617389]}",Residential Building/House,-74.0064665496,PHONE,MANHATTAN,Unspecified,2012-03-18T23:20:30.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,GREENWICH STREET,22903174,982458,208532,22:34:50,"(-74.00646654960772, 40.739048617388654)",POINT (-74.00646654960772 40.73904861738865)
223,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2012-03-21T21:33:44.000,10 MANHATTAN,Urinating in Public,2012-03-21 21:15:14,,,N/A,2012-03-22T05:15:14.000,Precinct,,10027,WEST  122 STREET,7 AVENUE,,40.8070387321,"{u'type': u'Point', u'coordinates': [-73.94973912673, 40.807038732132]}",Street/Sidewalk,-73.9497391267,PHONE,MANHATTAN,Unspecified,2012-03-21T21:33:44.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,22925727,998164,233307,21:15:14,"(-73.94973912672957, 40.80703873213202)",POINT (-73.94973912672957 40.80703873213202)
224,ADDRESS,NYPD,New York City Police Department,1019070001,MANHATTAN,NEW YORK,2012-03-22T22:28:23.000,10 MANHATTAN,Urinating in Public,2012-03-22 20:38:21,WEST 122 STREET,WEST 123 STREET,N/A,2012-03-23T04:38:21.000,Precinct,2041 7 AVENUE,10027,,,,40.8071292733,"{u'type': u'Point', u'coordinates': [-73.9496595887, 40.80712927333]}",Street/Sidewalk,-73.9496595887,PHONE,MANHATTAN,Unspecified,2012-03-22T22:28:23.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,7 AVENUE,22930944,998186,233340,20:38:21,"(-73.94965958870036, 40.807129273329735)",POINT (-73.94965958870036 40.80712927332974)
225,ADDRESS,NYPD,New York City Police Department,1019070001,MANHATTAN,NEW YORK,2012-03-29T22:24:51.000,10 MANHATTAN,Urinating in Public,2012-03-29 20:43:39,WEST 122 STREET,WEST 123 STREET,N/A,2012-03-30T04:43:39.000,Precinct,2041 7 AVENUE,10027,,,,40.8071292733,"{u'type': u'Point', u'coordinates': [-73.9496595887, 40.80712927333]}",Residential Building/House,-73.9496595887,PHONE,MANHATTAN,Unspecified,2012-03-29T22:24:51.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,7 AVENUE,22972222,998186,233340,20:43:39,"(-73.94965958870036, 40.807129273329735)",POINT (-73.94965958870036 40.80712927332974)
226,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2012-04-03T01:14:05.000,05 MANHATTAN,Urinating in Public,2012-04-02 23:41:29,,,N/A,2012-04-03T07:41:29.000,Precinct,,10022,EAST   50 STREET,LEXINGTON AVENUE,,40.7564965947,"{u'type': u'Point', u'coordinates': [-73.972361974957, 40.756496594691]}",Street/Sidewalk,-73.972361975,PHONE,MANHATTAN,Unspecified,2012-04-03T01:14:05.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,22992900,991907,214890,23:41:29,"(-73.97236197495663, 40.75649659469117)",POINT (-73.97236197495663 40.75649659469117)
227,ADDRESS,NYPD,New York City Police Department,1022430241,MANHATTAN,NEW YORK,2012-04-07T14:52:17.000,12 MANHATTAN,Urinating in Public,2012-04-07 02:39:19,WEST 214 STREET,WEST 215 STREET,N/A,2012-04-07T10:39:19.000,Precinct,5025 BROADWAY,10034,,,,40.8694177621,"{u'type': u'Point', u'coordinates': [-73.916579934736, 40.869417762114]}",Residential Building/House,-73.9165799347,PHONE,MANHATTAN,Unspecified,2012-04-07T14:52:17.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,BROADWAY,23021568,1007322,256041,02:39:19,"(-73.91657993473648, 40.86941776211421)",POINT (-73.91657993473648 40.86941776211421)
228,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2012-04-13T23:21:28.000,07 MANHATTAN,Urinating in Public,2012-04-13 21:53:55,,,N/A,2012-04-14T05:53:55.000,Precinct,,10023,WEST   74 STREET,BROADWAY,,40.7802816029,"{u'type': u'Point', u'coordinates': [-73.981519924547, 40.780281602889]}",Street/Sidewalk,-73.9815199245,PHONE,MANHATTAN,Unspecified,2012-04-13T23:21:28.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,23052783,989368,223555,21:53:55,"(-73.9815199245466, 40.78028160288897)",POINT (-73.9815199245466 40.78028160288897)
229,ADDRESS,NYPD,New York City Police Department,1017510066,MANHATTAN,NEW YORK,2012-04-16T23:12:05.000,11 MANHATTAN,Urinating in Public,2012-04-16 22:05:56,5 AVENUE,MADISON AVENUE,N/A,2012-04-17T06:05:56.000,Precinct,14 EAST 127 STREET,10035,,,,40.8074626348,"{u'type': u'Point', u'coordinates': [-73.940740628509, 40.80746263484]}",Residential Building/House,-73.9407406285,PHONE,MANHATTAN,Unspecified,2012-04-16T23:12:06.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 127 STREET,23069600,1000655,233463,22:05:56,"(-73.94074062850945, 40.807462634839666)",POINT (-73.94074062850945 40.80746263483967)
230,ADDRESS,NYPD,New York City Police Department,1018440027,MANHATTAN,NEW YORK,2012-04-24T02:14:51.000,07 MANHATTAN,Urinating in Public,2012-04-24 00:04:51,CENTRAL PARK WEST,MANHATTAN AVENUE,N/A,2012-04-24T08:04:51.000,Precinct,3 WEST 108 STREET,10025,,,,40.7994753121,"{u'type': u'Point', u'coordinates': [-73.959348724719, 40.799475312083]}",Street/Sidewalk,-73.9593487247,PHONE,MANHATTAN,Unspecified,2012-04-24T02:14:51.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST 108 STREET,23106863,995505,230550,00:04:51,"(-73.95934872471949, 40.799475312083196)",POINT (-73.95934872471949 40.7994753120832)
